"gene_symbols","lfc","WT_expression","KO_expression"
"Eme1",-0.174269951881728,0,0.321688
"Myo16",0,0,0
"Ak5",0.388086739630602,3.157604,0.115582
"Hrh3",0,0,0
"Anpep",-0.0177257843443002,10.904628,11.521144
"Echdc3",0.228731578865695,12.390456,7.055157
"Atpsckmt",-0.0894770550623765,3.707357,5.262092
"Psmd7",-0.0639543067367807,14.878274,17.485574
"Zzz3",-0.399941049121503,8.783809,16.922452
"Mtg2",0.0918287712511248,10.96468,8.647483
"Cpa4",0,0,0
"Trhr2",0,0,0
"Zfp503",-0.254972310211212,18.072482,25.460362
"Chad",-0.0871746986997985,0,0.12246
"Ss18l1",0.0578090284588413,2.452243,2.083083
"Rreb1",0.21785494888022,22.087161,17.327578
"L3mbtl3",0.356424938617872,10.491171,5.521338
"Sptlc3",-0.230432638234944,0,0.606972
"En2",-0.0355934334579295,0,0.008984
"Rsad1",-0.0619299674069165,1.472691,1.942742
"Rln1",-0.100655569513015,0,0.405234
"Wdr93",0.225200136696564,2.097523,0.490788
"Marchf6",0.0300215173126048,26.052401,25.854172
"Nexn",-0.230432638234944,0,0.779854
"Atp6v1g1",0.0159916294160709,72.196718,72.658401
"Htr5a",-0.0355934334579295,0,0.005784
"Lsm14b",-0.0187001642593838,30.082573,31.728023
"F13a1",-0.38105219166146,1.987195,5.872702
"Mycbpap",0.402124532833437,12.547742,2.717801
"Nrn1",-0.207370298966003,0,0.737455
"Itga9",-0.722401368443981,11.486694,28.972296
"Adgrg6",0.0609524832333221,1.443583,1.167401
"Taf4",-0.12818415981114,6.884562,9.026435
"Prune2",-0.0472077945955292,1.599705,1.987028
"Cdc123",-0.392535749839281,14.078513,35.272504
"Zc3hc1",-0.13894263381871,4.499575,7.316302
"Gipc2",-0.068865637140048,15.343732,18.244033
"Whrn",0.0719826847939036,8.020851,6.762508
"Camk1d",-0.592435150464221,3.642558,10.927467
"Ifi44l",-0.0469093315509781,16.226254,18.48156
"Sart1",0.475804528336642,45.07534,16.64035
"Runx2",0.0281433209255226,3.307306,3.165544
"Shd",-0.0624822681209327,5.962729,7.573915
"Cdh26",0,0,0
"Stim2",-0.0828467896025167,10.111718,11.799609
"Fam102a",-0.0843045160377791,25.239472,28.525179
"Akna",0.00505277056789666,17.891858,18.208619
"Ube2h",0.231331853821896,37.436869,30.043655
"Cmc1",0.175898089779793,27.6652,16.515005
"Naif1",0.00977295983890514,1.956313,1.938653
"Akap7",0.0626451430932544,10.512701,8.918935
"Adgrl4",0.494920015238945,143.440756,93.255037
"Dap",-0.167847367808381,19.473384,27.285224
"1700003H04Rik",0,0,0
"Polg",-0.268557933478551,14.816083,22.459296
"Tbc1d19",-0.285267100372478,5.626063,12.294691
"Tekt5",-0.0503354398648348,0,0.05636
"AW209491",-0.0888382849417066,3.181567,4.515764
"Nubp2",-0.151625273199723,12.301094,18.154241
"Fanci",-0.317722957278463,0,0.539706
"Rbpj",0.239854618749407,11.123407,7.841962
"Nlrc4",0.111140665496528,2.495102,1.72595
"Rlbp1",0,0,0
"Bbln",0.0929097638020995,34.827331,28.132212
"Orm1",-0.31173224249633,0,4.126606
"Adk",-0.123601139558476,34.392321,42.310621
"Ptchd3",0,0,0
"Zdhhc1",0.155270317339006,18.610014,13.444671
"Atf7ip2",0,0,0
"Tbc1d25",-0.303017547262426,0.7351,3.570772
"Abhd2",0.161897817570534,37.324576,32.833025
"Ciz1",0.418770931388899,54.809392,27.335268
"Daglb",0.173546175793229,7.374181,5.412908
"Metrnl",-0.175725949394224,6.10996,11.074042
"Rpl39l",-0.0616465086964828,0,0.152557
"Gpatch2",-0.140747744688101,5.053023,7.363383
"Aoc1l3",0,0,0
"Il18",-0.27529468245007,0,3.685817
"Srrm2",-0.213125486209353,124.47613,151.577884
"Arid4b",-0.0666675748302481,12.552961,14.038195
"Ppp1r10",-0.147097957643769,22.84104,28.658955
"Rpl22l1",0.0359407827298863,61.948173,58.050458
"D1Pas1",0,0,0
"Tbcd",-0.0184749945528253,10.824188,11.584957
"Suv39h1",-0.139097213750867,3.951572,5.980727
"Stx11",-0.505794455313556,0,1.584416
"Tbce",0.0164910892179826,19.584777,19.224298
"Sec24d",-0.152719914539746,6.326035,9.0245
"Isg20",-0.122410929172034,2.305696,5.199159
"Zfp750",-0.224890584070161,0,0.39692
"Tgfb2",-0.126796632896156,1.327001,2.296781
"B3galnt2",-0.141905275257065,5.534708,7.655983
"E130309D02Rik",0.0137773000086021,11.634789,11.565236
"Lyplal1",0.155894582399458,14.999275,9.794585
"Lgi2",0.188722846497454,0.238651,0.014781
"Fn3krp",0.228904462385916,17.578071,11.900315
"Pomt1",-0.280714657990318,2.676178,6.532852
"Vstm2b",0,0,0
"Prrc2b",-0.552201581787354,20.239775,35.056172
"Npepl1",-0.148356393976181,18.178096,23.839333
"Gimap3",0.0968160253269073,30.752272,27.321996
"2300002M23Rik",0,0,0
"Megf9",-0.0453005103413346,7.165008,7.799952
"Foxk2",0.0803607099524886,12.314951,11.189885
"Pcsk1n",-0.0355934334579295,0,0.015107
"Azi2",-0.0602373427622105,35.285612,39.209019
"Fndc3b",-0.205290118071808,12.301656,16.292738
"Cybc1",0.176399241631175,26.814679,20.312686
"Spdye4a",0,0,0
"Cdk5rap2",0.361813210321912,9.549453,4.619248
"Tnfsf10",0.420182673056148,38.131298,25.05413
"Hexdc",0.179060956752227,11.384158,6.742566
"Ndst2",0.087930142063902,11.467965,9.938467
"Minar1",-0.123264900347869,0,0.089556
"Clnk",-0.150945120588283,0,0.362422
"Rftn1",0.265700854878666,39.243202,27.79658
"Rab3gap2",-0.17560406620284,9.424692,12.665678
"Uts2r",0,0,0
"Igfbp2",0.104773406424391,2.654568,1.342776
"Rnf122",0.0384177818894074,10.565284,9.940332
"Tex19.1",0,0,0
"Tsga10ip",-0.0711814520842839,0,0.079149
"Spata16",0,0,0
"Tex19.2",0,0,0
"Mfsd4b2",-0.0711814520842839,0,0.059318
"Ankar",0,0,0
"Mettl22",-0.0482472068518103,3.122394,4.292169
"Atp6v0e2",-0.0953617283951473,12.879558,16.194206
"C130074G19Rik",-0.0180842267670709,23.131504,24.233865
"Smarcal1",0.134963431181031,13.005062,10.3792
"Exosc2",0.213014289149948,10.829851,5.932548
"Fut11",0.00203070491454227,6.227203,6.348744
"Drd5",0,0,0
"Picalm",-0.221341657413022,82.162769,103.249764
"Sectm1b",0.0941838928486796,17.554328,14.268138
"Sec24c",0.237602709300413,41.975042,32.821933
"Marchf4",0,0,0
"Wdr17",-0.177859026029004,0,0.169471
"Synpo2l",-0.241131760971591,0,0.386939
"Hlx",0.0592927357899864,14.031012,12.78598
"Wdr45",-0.0427296986299641,18.134743,20.58815
"Dusp10",-0.1162001125521,3.930077,5.629214
"Cdh6",-0.124020467635141,0.908928,1.400134
"Ccdc81",0,0,0
"Mreg",-0.216595272380628,1.399026,3.755019
"Neil3",-0.315738881835454,0,1.132358
"Prss23",-0.253430288731577,20.005252,31.047975
"Prdm16",0.0279420647992179,7.409292,7.209268
"Heatr5b",0.0704845608291205,10.539883,9.742638
"Cntnap2",-0.150945120588283,0,0.201045
"Alg1",0.240736898616753,18.806473,11.426251
"Tmem135",-0.265046401873766,24.700729,35.764772
"Mtmr7",-0.159102073822792,0,0.262876
"Ttc36",-0.202033262290279,23.73467,38.547546
"Prpf18",-0.0756074983403927,13.72814,16.011844
"Dcxr",0.0238713081893831,51.618348,50.639683
"Snx22",-0.128294926531119,0,0.280321
"Morc3",0.608129019694653,86.151032,33.733824
"Ppl",0.08621068167988,1.805325,1.310463
"Mtmr12",0.315903569535418,27.905215,18.094728
"Tcta",-0.110812737211241,8.97081,12.305799
"Col10a1",0,0,0
"Slc9a8",-0.109757805399013,12.124514,15.060206
"Zdhhc2",0.216029039443118,4.480342,1.889493
"Ubn1",-0.0762644910417123,15.196282,17.180722
"Wfs1",0.0805362416497335,6.598694,5.630143
"Prrx2",-0.0711814520842839,0,0.291575
"Tnrc18",0.0507754598001817,39.008421,37.845017
"Micu3",-0.042515018088789,4.713277,5.48153
"Nt5dc1",-0.050505935911108,13.163735,14.770282
"Nrtn",0.141870978011957,8.978731,5.080383
"Asb6",-0.233487097252112,5.614395,10.528375
"Tspyl4",0.118469980691275,6.384175,4.953517
"Cntn5",0.168205316203398,0.586507,0.097595
"Ccdc27",0,0,0
"Cdnf",-0.184364804522106,0.517041,2.382418
"Dse",-0.274889631124754,3.811022,7.14258
"Znfx1",0.0411917938892312,38.01646,37.20249
"Calhm4",-0.0503354398648348,0,0.017082
"Nup133",0.288832596117942,10.312722,5.386741
"Uhrf1bp1",-0.168727598109067,4.292447,5.920916
"Ptpa",-0.0641118962897789,53.205972,58.711319
"Cdsn",0.134423907616782,1.174922,0.460882
"Cyp7b1",0.284698532184528,7.418934,3.032877
"Foxp3",-0.0463063096791139,1.079407,1.510306
"Cep104",0.0787126168614396,10.252749,9.237605
"Atp8b1",-0.137175418211841,2.88961,3.983628
"Zup1",-0.260369658845287,9.087192,15.861386
"Mmd2",-0.0993401056042362,0.466316,0.93551
"Stau1",-0.261717606776731,15.52399,23.365719
"Sgcz",0,0,0
"4921524L21Rik",0,0,0
"Ncam1",0.356672540727869,3.138841,0.888423
"Cfap70",-0.166859218240267,0,0.201896
"Ajap1",-0.0711814520842839,0,0.04217
"Rsph4a",0.188722099604873,0.421065,0.026079
"Cylc2",0,0,0
"Ppp1r3f",0.226236706997764,4.930272,1.764533
"Ubald1",-0.241297402065298,7.369535,12.396286
"Nphp4",-0.163938360907146,0.340256,0.968327
"Ccser1",0.3911338989746,22.137048,7.380475
"Grin3a",-0.123264900347869,0,0.088115
"Myo9a",-0.166588073208857,10.436769,13.061114
"Fam149b",0.191834904355026,23.839974,17.024982
"Rcan2",-0.155193092613196,4.824269,7.422837
"Rbms3",-0.175913867525711,3.510125,5.762013
"Olfr303",0,0,0
"Pgap4",-0.155498675367149,7.816631,11.797774
"Stub1",-0.155485055013317,18.477029,25.272759
"Mocos",0.116988161523661,3.190858,2.059525
"Gm7488",0.129951814352749,13.043165,6.907181
"Trmt9b",0.237415022300333,6.324002,2.201367
"Prex1",0.259147126978124,34.451413,27.069926
"Ap5z1",0.106826836501327,11.329247,8.508453
"Hs3st6",-0.159102073822792,0,0.575333
"Strip2",0.257425089569947,2.530924,1.010889
"Hnrnpu",0.0406659878920852,84.382104,83.388746
"Odad3",0.143608090248154,0.766693,0.142461
"Lonrf1",-0.173750595859604,0.389301,1.149327
"Zfp189",0.25034947991186,6.626559,3.376969
"Coro7",-0.53629444972128,12.756899,28.873852
"Kcne1",-0.821045274285879,4.399892,25.755539
"Mrpl12",-0.310962735034977,37.330349,60.714963
"Vasn",-0.05590523326895,3.874377,4.690524
"Kyat1",-0.153205804680987,10.391575,14.905495
"Cpeb3",-0.164722570340999,8.008642,11.48787
"Baat",0.00136877025951065,1.383188,1.403306
"Rxrb",-0.0403125363675354,20.046201,21.996607
"Spout1",-0.00249689619126769,5.73439,6.448758
"Dusp26",0.156824196342058,2.213377,0.714464
"Icmt",-0.379645349459233,5.802212,11.373843
"Oxld1",-0.113866947882418,4.859424,8.729279
"Zmynd8",-0.330103600513416,17.891793,28.228925
"Kcne2",0,0,0
"Capsl",-0.159102073822792,0,0.819035
"Tbc1d13",-0.229177749360685,16.68903,24.109152
"Mrps6",-0.121290856075468,158.840999,187.09277
"Lap3",0.240966570182536,53.644664,37.898756
"Sdk1",-0.199749118216424,0.633319,1.406321
"Gm5422",0,0,0
"Zer1",-0.0602878122025761,12.431403,13.969464
"Tspan10",0,0,0
"Msantd3",-0.07145828001482,3.16262,4.412928
"Ncoa7",-0.0167728839955537,24.68098,25.801533
"Batf2",-0.0154392797371834,2.262377,2.571897
"Usp53",0.574266323385412,22.328251,7.722753
"Nploc4",-0.256361695730131,16.290921,23.637391
"Lmbrd2",-0.176226834567649,10.108537,12.885108
"Ldb2",0.268559336625948,69.267039,49.229368
"Slc7a12",-0.0552208666772582,9.489695,11.34296
"Plekhg5",-0.0207885744739595,12.336563,13.120666
"Cplx3",-0.0503354398648348,0,0.022594
"Dync2i2",0.0694296224271369,8.149993,6.821387
"Dock3",0,0,0
"Ralyl",0.0118518665862659,1.16467,1.081474
"Got1l1",-0.0355934334579295,0,0.063781
"Trp53rka",-0.108000542879328,4.076681,6.409663
"Slc6a5",0,0,0
"Fnbp1l",0.20552428255842,25.075661,19.106328
"Prkrip1",-0.173740378330971,3.538988,6.47243
"Slx4",0.109240542431202,24.885459,20.559077
"Alg2",0.0381447541109114,9.280174,8.793923
"Bahcc1",-0.351383308272585,1.239278,2.865378
"Fam71f1",-0.0616465086964828,0,0.078188
"Htatip2",-0.0296288946450893,3.908162,4.53712
"Orai2",-0.0556360209466487,8.852836,10.072414
"Exo1",0.319465233441441,5.318142,0.747587
"Fbxl5",-0.0961922137976448,21.51194,25.095009
"Alkbh4",0.0887275115500685,7.435492,5.702833
"Dnttip2",0.100098914637762,12.355769,9.947809
"Thap3",0.235302046712254,21.190609,10.382119
"Il22ra2",-0.0711814520842839,0,0.052345
"Dnajc28",-0.1747346708098,1.83506,3.454269
"Cc2d2a",0.110466620874895,5.085356,4.024279
"Dnajc11",-0.102821293958057,17.124016,21.06297
"Ypel5",-0.204172261853667,14.441273,20.780211
"Polr2j",-0.226922187908007,10.131964,24.393103
"Galnt12",-0.209534181507351,0.777418,2.637675
"Defb3",0,0,0
"Cep131",-0.0265444536549975,3.007938,3.36239
"Cpeb2",-0.342838725226402,5.013248,9.554422
"Kmo",-0.231272822388279,9.821386,15.406231
"Defb5",0,0,0
"Cercam",0.330897636708038,5.547725,0.752769
"Zfp597",-0.383401795900134,1.060581,3.876925
"Zfand1",-0.055829300415617,5.939208,7.697435
"Cplane1",0.167593795732301,7.736082,6.120212
"Ncoa5",-0.0945246597404132,9.761025,11.98281
"Gabbr2",-0.0503354398648348,0,0.010786
"Zc3h10",-0.0837932526440426,4.537833,5.739464
"Tbc1d2",0.264632550453801,4.55833,2.177948
"Xkr5",-0.0941570498798852,0,0.079714
"Myl6b",-0.297277376552117,0,2.588171
"Trub2",0.0944393499752696,14.400158,11.866613
"Wdr70",0.0239946339306023,10.057089,9.659548
"Olig2",0,0,0
"Arhgap29",0.193784806730216,98.201851,84.358827
"Zfp335",-0.0158905838663248,5.623437,5.945605
"Nhsl1",0.105542729265368,7.626719,6.494987
"Slc45a1",0,0,0
"Epg5",-0.0119802084037381,6.427683,6.695683
"Zfp800",0.211865944445165,21.953762,14.885522
"Mcph1",-0.0651611916978023,2.276202,2.857763
"Rapgef1",0.0168970860475888,29.91281,30.183417
"Pcif1",0.684392925452705,53.21685,22.986521
"Endov",0.10104081719316,11.865801,9.761914
"4932438H23Rik",-0.194810170322112,0,0.852505
"Rere",0.370397984245654,40.859899,28.005477
"Trim14",0.0388430782633815,15.550132,14.208942
"Srrm3",0,0,0
"Slc44a3",-0.150446389258619,9.619673,13.532218
"Neurl2",0.0873334928942224,1.816059,0.787415
"Slc39a5",0.110098089396198,13.851836,10.717027
"Heca",0.0450705582844382,13.166053,12.640901
"Lrrc17",0.0725071111660949,0.746493,0.385297
"Tmem120a",-0.00106699424108392,8.622374,8.856427
"Alg14",0.111036839944505,7.150654,5.201937
"Txlnb",0.0882419001399288,0.343737,0.132601
"Fgl2",0.150913643807579,10.524471,8.195466
"Armh3",0.0190442306760463,5.998904,5.837036
"Eva1c",0.141979430085685,2.163663,0.851213
"Gpr37",-0.065811810142284,0.513003,0.829408
"Slc26a11",-0.199221374810028,1.166858,3.052283
"Cited2",0.0781081409846092,22.979331,20.598415
"Spsb1",0.160592800639318,6.536752,4.195838
"Pak5",0,0,0
"Coq10a",-0.0444634317953962,9.290989,10.914382
"Rhbdd2",0.0577240860807517,7.255994,6.492576
"Urb1",-0.117868155675675,3.244503,4.306779
"Gsap",0.0217751547749447,4.038891,3.877272
"Pik3cd",0.0642439412419673,28.068031,26.732039
"Ptger4",-0.0122032383044779,5.693165,6.00676
"Plcb4",-0.0547417010161801,9.560199,10.970552
"Dag1",0.111761982717102,51.436073,47.430648
"Clstn1",-0.145271262703956,38.682413,46.566984
"Stk32a",-0.0684106731965457,0.891641,1.229025
"Mrap",-0.112530645214012,0,0.439707
"Etfbkmt",-0.134707171234156,6.218069,10.018971
"Hip1",-0.0611610184478941,17.758355,19.629286
"Rhou",0.121918405027102,2.74997,1.75162
"Olfr906",0,0,0
"Ccdc40",-0.106758648456811,0,0.6981
"Zfp292",0.213666843751477,10.879261,8.660287
"Rsbn1l",-0.257578108871513,8.184723,12.475595
"Tbc1d16",-0.234676799266628,3.629641,5.846296
"Deup1",0.0624524819345336,1.302165,0.845959
"Zc3h12d",0.246293890206028,6.714361,3.935277
"Dtx4",0.102004574515338,4.328226,3.508914
"Ccdc32",-0.153259786806109,5.249109,8.549761
"Sinhcaf",-0.189960993930645,10.566016,15.498591
"Phtf2",-0.270534241932372,4.434623,9.016036
"Ankrd13c",-0.214088496537663,51.943758,66.539142
"Cbx4",0.108088027649716,12.789066,10.817547
"Edrf1",0.319450556824325,17.025803,9.179148
"Timeless",-0.141850941137999,3.437653,5.672694
"Ifi203",-0.112867245583246,68.662401,78.316975
"Magi2",-0.475285061954384,1.445979,7.143515
"Ginm1",-0.0662270392336772,26.282906,30.221011
"Bahd1",-0.501081858026357,4.953376,12.952826
"Gnaz",-0.0272627150887779,2.78531,3.131766
"Slc7a5",-0.034696690614517,5.256728,5.844001
"Fkbp6",-0.0795812653626786,0,0.141438
"Ptger3",0.0906263232670828,78.296086,73.348956
"Saa4",-0.177859026029004,0,0.397623
"Cox15",-0.223143948045339,6.941335,10.452216
"Lats1",0.222982566242166,18.501302,14.307736
"Rab11fip2",-0.0573607201794726,6.547645,7.589084
"Ythdf2",-0.126575957348843,19.850612,24.296439
"Saa3",0.116834647543998,12.85326,6.987759
"Elavl1",-0.00585260839230095,41.255637,42.849037
"Ipo8",-0.0737298741768928,15.954806,17.983147
"Stat2",0.253869836526462,32.150716,22.878569
"Nup43",0.0787080118327932,5.43498,3.668243
"Disp2",-0.25386674292605,0,0.237434
"Negr1",-0.170605015546981,0,0.155571
"Ift88",0.242285911515884,8.226134,4.19742
"Rbms2",-0.0806365079998574,29.077899,33.108952
"Orc3",0.140467642802964,25.95088,20.681139
"Tph1",0.454074087981224,5.616357,0.65741
"Ndufb10",-0.050286729721071,121.878914,135.429013
"Baz2a",0.312667338205133,21.990074,15.887152
"Gjb6",-0.0871746986997985,0,0.094873
"Plcb2",-0.317076521584722,3.797241,7.864819
"Pfpl",0,0,0
"Ptges3-ps",-0.768281575934655,0,53.945865
"Bub1b",-0.241736919118852,0.418868,1.666604
"Tnni3k",0,0,0
"Bmf",-0.144131992404388,10.165681,13.543925
"Flywch1",-0.212695941337962,16.266047,23.545248
"Klhl42",-0.0166097253894275,6.539033,6.791005
"Plpp6",0.00750943258198866,11.491082,11.60664
"Gramd1b",-0.202296987979963,16.892572,23.146947
"Mrps35",-0.966698363826318,2.161242,23.755336
"Mettl11b",0,0,0
"Cacna2d1",0.0365937944953423,1.253182,1.068082
"Rep15",-0.198025385733539,0,0.64507
"Zmym5",0.0771327104629034,15.426016,13.975168
"Gorab",-0.125284397264748,1.86875,3.235327
"Gpr26",0,0,0
"Sdr9c7",-0.0711814520842839,0,0.12474
"Pnrc1",0.0319271077354006,95.226272,94.46885
"Semg1",0,0,0
"Gpr176",-0.166859218240267,0,0.178309
"Rdh7",-0.365487966176948,0,2.166439
"Abcc8",-0.123264900347869,0,0.2287
"Ndp",-0.0503354398648348,0,0.034675
"9430038I01Rik",-0.40759089260092,0,4.10964
"Tdrd6",-0.0711814520842839,0,0.230764
"Rgl3",0.0392514821458008,12.410007,11.768554
"Maob",0.0358633685228611,1.97699,1.701673
"Hmx3",-0.0355934334579295,0,0.024085
"Hs2st1",0.150929569820915,6.992102,5.475169
"Thbs1",-0.0688993844404386,11.293379,12.70983
"Wfdc5",0,0,0
"Tax1bp3",0.0380767324394444,30.235809,28.668303
"1700034J05Rik",-0.0355934334579295,0,0.010698
"Kcns1",-0.133134565608452,0,0.167483
"Cd209c",-0.128294926531119,0,0.377954
"Ikzf5",-0.575652528089131,5.146258,16.374376
"Fmo2",-0.361913575863872,24.173835,38.265668
"Alkbh3",-0.162924290962659,12.660921,20.234866
"2310057M21Rik",-0.00860170640452829,2.204465,2.317032
"Fmo1",-0.69008768353353,18.596542,55.559839
"Ankrd6",-0.0511009997230225,0.349389,0.518021
"Arntl2",0.0147886227052378,3.369456,3.13807
"Scamp2",-0.144616614615748,27.786255,35.268821
"Odad1",-0.0472740159843887,0.53326,0.777685
"Nemp1",-0.12381165556414,1.903461,3.022714
"Cd209e",0.331914358264508,2.73725,0.150701
"Pclaf",-0.329516743704421,0.733607,4.075704
"Cuzd1",0,0,0
"Zfp704",0.107045457977776,6.77437,5.92657
"Emp3",0.298551244598201,89.309963,53.860535
"Kyat3",0.155497512813623,24.57318,18.872831
"Gm6369",0,0,0
"Ttc12",0.0154826435999151,3.018266,2.937125
"Gas8",-0.0310963239456097,1.998769,2.379885
"Prrc2c",0.107808423833507,49.555617,45.746986
"Gpr34",0.0928928913455636,4.301338,3.06037
"Syngr4",0,0,0
"Tm7sf3",-0.113976061547445,8.604728,10.951214
"Trappc5",-0.0594654842356412,6.84345,8.012239
"Fgfr1op2",0.0617632432102049,29.61551,27.7491
"Tbc1d10c",0.223494963989825,26.606363,17.561902
"Lrp1",-0.335614658111314,9.230835,13.393706
"Ints13",0.100756805823295,14.297216,11.904727
"Gbp7",0.260986008556952,20.280033,14.536254
"Sema3d",0.277540445199737,7.594192,4.705519
"Nxph4",-0.0616465086964828,0,0.06144
"Daam2",0.31784528985076,3.411829,1.117068
"Klhdc4",0.0480076916958421,7.166853,6.402183
"Gbp2b",0.00870228683022845,8.321361,8.361123
"Dnm3",0.164350801360252,18.624115,14.339505
"Plekha1",-0.180238169428835,29.983002,38.972538
"Mrps28",-0.440006745294669,0,8.125864
"Bach2",0.0844426716878157,22.819369,20.730824
"Accs",-0.173852137103616,2.75052,5.385903
"Cdk6",-0.510196331312956,5.829434,11.995153
"Pacsin1",0.100559788497444,5.200702,3.883914
"Ndufa4l2",-0.0593546456556773,2.019039,3.164195
"Cdin1",-0.225041652966675,1.148311,3.191982
"Btnl9",-0.124165313731066,26.118726,30.844953
"Gzmg",0,0,0
"Stac3",0.153394796980827,3.782585,0.811006
"Hey1",0.118313891426352,3.450003,1.798931
"Ddx58",-0.0308344144978339,25.445591,27.134103
"Suco",-0.144212586777659,13.246325,16.4459
"Btbd16",0,0,0
"Rbm48",-0.116389427719405,2.016536,3.398626
"Alx4",-0.0355934334579295,0,0.005925
"Cchcr1",-0.0426247440158782,2.371052,2.902079
"Ctsg",-0.214372952028752,8.933494,18.319008
"Zfp770",0.309838043869698,7.080221,3.602649
"Slc25a24",0.221624922837972,9.894909,6.472101
"Gm15429",0.371283544851995,30.516796,9.612757
"Dcaf1",0.113704311343303,11.487169,9.91583
"Cul9",0.036169747011142,6.811363,6.496357
"Olfr56",-0.201188908137828,0,0.374557
"Il7",-0.163026986243814,0,0.328814
"Nsmce4a",-0.152471430858641,27.31583,36.686664
"Fam102b",0.0595823528212929,5.331243,4.841703
"Tex45",0,0,0
"Arhgap9",-0.03206726472947,11.933886,13.236483
"Trim7",-0.172448731086488,3.958747,6.779331
"Ankib1",0.0971545717528208,28.39523,25.862163
"Mars1",-0.0538403272520505,10.091031,11.47449
"Skiv2l",0.367945535835629,25.996438,15.701548
"Ufl1",-0.210177444087163,8.857522,13.595462
"Bcor",-0.06822139535522,8.864288,10.059419
"Sec1",0.257742017362453,2.566915,0.609449
"Trim41",0.155620753436823,18.554642,13.247089
"Lrrd1",-0.0795812653626786,0,0.054584
"Etfrf1",-0.101640855464098,17.247367,21.290994
"Gpr63",-0.129792236179554,0.671554,1.814679
"Cacng5",-0.133134565608452,0,0.120718
"Pex2",0.201243507495047,21.601977,14.777482
"Cbln3",0,0,0
"Aqr",-0.141611320150055,15.33298,18.784914
"Ppp1ca",-0.024203430059746,126.37215,132.989642
"Klhl32",0.0524476264098404,0.886662,0.601089
"Wdr47",-0.112971528801115,5.555554,7.145508
"Map3k10",0.185338386652269,12.410668,8.11049
"Abhd13",0.0542810723391245,8.92743,8.364553
"Havcr1",0.0360469936307073,4.316758,3.87124
"Akap9",0.501753309170429,35.43387,19.093991
"Fbxl4",0.0277337177277452,7.449394,7.129202
"Elapor1",-0.0918286090268019,1.28608,1.904613
"Timd2",-0.238502380581302,0,0.718238
"Slc25a28",0.225052619601062,23.252982,15.212339
"Dtx3",0.423656701230438,40.63019,21.864324
"Cdh18",0,0,0
"Rc3h1",0.57364318238705,23.661989,12.339518
"Hipk4",-0.0711814520842839,0,0.054471
"Plekha4",-0.133134565608452,0,0.176224
"Mterf1a",-0.338769479835728,0,2.222104
"Pitpnc1",-0.703046481681817,13.714917,33.665431
"Ltb4r2",-0.100655569513015,0,0.068487
"Zbtb38",-0.0744890600803547,13.45106,15.195916
"Large2",-0.242359761724552,4.164262,8.616513
"Ppp1r15a",0.402381162977768,23.775278,8.995939
"Slc26a10",-0.323752143106264,0.723687,4.040542
"Rprd1a",0.0655488358232237,9.066226,8.172516
"Spns2",-0.214571157872902,8.126688,12.531714
"Sgms1",-0.286836257700633,28.851499,42.469941
"Cdh12",-0.0355934334579295,0,0.005506
"Usp45",-0.208345724023973,7.333645,10.964057
"H2ap",0,0,0
"Arglu1",-0.0377073703770741,14.611362,15.85864
"Os9",0.0211057625833995,39.59374,39.516929
"Mybbp1a",0.132130963931528,25.573146,22.314733
"Gtpbp10",0.201265433787542,13.890392,9.135649
"Blvrb",-0.257709563338944,8.262532,18.980003
"Ggt6",-0.342454792967745,0,1.783084
"Rabggta",-0.0565293285893933,11.263952,13.074357
"Cfap69",-0.0277080966753456,8.163267,9.697468
"Prdm13",0,0,0
"Dgkz",0.0935839839712322,52.589066,48.660446
"Bptf",0.136900123768825,18.532279,16.251464
"Dxo",0.164045842700434,23.839231,16.592257
"Xaf1",-0.106368286598514,30.110569,36.886972
"Lrrc52",-0.163026986243814,0,0.677552
"Ltbp4",0.0932459440545319,18.284582,16.656929
"Sox30",-0.0355934334579295,0,0.010736
"Lrfn2",0.123199270925081,0.968578,0.419931
"Chrm4",0.250370332338635,1.182784,0
"Igsf23",-0.227678614311872,0,0.723889
"Marchf9",-0.127821029156269,1.537916,2.658146
"Abcg5",-0.0795812653626786,0,0.069941
"Ambra1",-0.0909141881671935,15.807092,18.36608
"Pvr",-0.412513481260119,3.226953,10.434598
"Tex47",0,0,0
"Manea",-0.0998028490018541,13.014595,15.587084
"Tsfm",-0.0459988876816713,11.704127,13.670856
"Tlr8",-0.299181633423014,0.491538,2.45431
"Zfp609",-0.269601583279629,5.161455,8.267215
"Cblc",0.186232702374776,11.791135,5.892495
"Milr1",0.051133956088881,5.690731,4.685725
"Abhd11",-0.0680866855970343,12.469642,15.095152
"Matn1",0,0,0
"Necab1",-0.0616465086964828,0,0.046694
"Adam22",-0.0732807549925791,1.658613,2.144381
"Ctdsp2-ps",0,0,0
"Tmem225",0,0,0
"Pitpnm3",0.00132769420787504,1.159363,1.180856
"Tex2",-0.209275210508114,16.546448,22.053052
"Ckap5",-0.108610569141268,11.434292,13.605205
"Otud6b",-0.275957974801631,5.230757,9.867281
"C3ar1",0.197548753677042,9.780894,7.127483
"Aipl1",0,0,0
"Mettl27",0.186280325521153,12.483375,6.339087
"Wdr7",-0.0936616808385775,6.89962,8.096867
"Gstm2",-0.133622752666223,82.784493,101.40078
"Plppr2",-0.00502257289993047,0.60467,0.644302
"Apoc1",-0.388099086732428,6.652069,45.001649
"Btaf1",0.122176495696282,11.553571,10.007369
