"gene_symbols","lfc","WT_expression","KO_expression"
"Siglece",-0.307238061791884,3.633332,9.709512
"Cyp2b10",-0.184827173116885,0,0.474461
"Lypd5",0,0,0
"Zfp108",-0.108439518288675,0.616538,1.329973
"Tdrd12",-0.0941570498798852,0,0.131048
"Slc7a9",-0.0125106541201507,27.731445,29.064997
"Faap24",0.06928768846244,6.172544,4.953183
"Rhpn2",-0.146324314802493,3.953169,5.891377
"Slc7a10",0,0,0
"Gas2",-0.178502350309152,17.809316,24.447189
"Kctd15",-0.36030594391395,0,1.404904
"Slc17a6",0,0,0
"Prmt3",0.216426035083037,18.197023,12.034293
"Dbx1",0,0,0
"Asb7",-0.34522310926222,3.374867,7.636181
"Cers3",-0.0941570498798852,0,0.06888
"Snrpa1",0.317325912202653,27.219688,11.282437
"Pcsk6",-0.182474515148494,13.118163,17.693038
"Tarsl2",-0.0138338978713435,3.887341,4.147443
"Tjp1",0.184303744633038,32.572671,27.758922
"Fam189a1",-0.0941570498798852,0,0.22766
"Apba2",-0.106758648456811,0,0.164781
"Mphosph10",-0.0614817841597155,4.242457,5.3318
"Mtmr10",0.327580644734487,14.786081,8.343126
"Trpm1",0.0771872835578851,0.814675,0.41063
"Chrna7",-0.230432638234944,0,0.631319
"Crtc3",0.160497526142819,10.423299,8.012306
"Blm",-0.227268988018224,0.659847,1.949406
"Furin",-0.149100913028036,35.454744,42.428212
"Hddc3",-0.643678464529684,2.237368,27.437051
"Unc45a",0.302023039415005,34.781274,21.183318
"Vps33b",0.274496028644021,13.739696,6.526034
"Iqgap1",0.0550144605230614,72.786619,71.292688
"Cib1",0.0923365180770617,34.874731,29.643873
"Sema4b",-0.0869143775189229,18.001045,20.78022
"Idh2",-0.148646958412556,149.892451,176.190766
"Mesp2",0,0,0
"Mesp1",0,0,0
"Pex11a",0.0496456316143483,4.837826,4.182696
"Plin1",-0.118020146504912,0,0.126277
"Rhcg",-0.529860898494485,18.528446,42.361472
"Nr2f2",0.552397852078936,63.047193,32.916739
"Pgpep1l",0.200026620916888,1.966828,0.081219
"Synm",0.0974746893524188,0.45587,0.219819
"Ttc23",-0.106734728623904,7.277889,10.324808
"Lrrc28",0.20802854265899,15.504303,8.754017
"Mef2a",-0.188673822312779,36.323714,45.278505
"Rab38",0.0130087389847127,2.127035,2.023232
"Ctsc",-0.163366128138859,43.877505,53.840417
"Nox4",-0.331868726360049,35.500171,51.703343
"Cd22",-0.0242912331259095,23.163884,24.598023
"Tyrobp",-0.0262620208644258,105.178944,114.113046
"Sipa1l3",-0.475861494525347,14.668675,27.872054
"Dpf1",-0.0616465086964828,0,0.030208
"2200002D01Rik",-0.181376741602014,0,1.281685
"Yif1b",-0.0435040521059538,34.33257,38.074449
"Rasgrp4",0.205201147225701,4.585894,2.169529
"Fam98c",-0.0519457206106431,5.360801,6.572889
"Psmd8",-0.0842772399535434,49.288295,56.852478
"Ryr1",0.0797647874812117,0.095808,0.045493
"Nfkbib",-0.223458832162981,5.640747,12.209319
"Fbxo17",0.0167727393617412,1.661195,1.536178
"Lrfn1",-0.0148058277953727,1.525468,1.681433
"Pak4",-0.0215913195546538,14.553791,15.488403
"Psmc4",0.0885961326324161,40.660363,36.072
"Zfp626",-0.0323276057952224,4.254607,4.667259
"Mfge8",0.0345617614253033,58.662799,57.691804
"Hapln3",0.423949209084489,6.091155,0.32012
"Acan",0,0,0
"Aen",-0.298630026230907,3.91765,9.249818
"Det1",-0.083490675519478,4.151537,5.609957
"Mrps11",-0.13207140629312,10.350008,15.970756
"Mrpl46",0.0782178834840366,12.624453,10.158641
"Ccdc90b",-0.166618484313171,6.293224,10.538394
"Tmem126b",0.237227574895085,12.745486,7.650989
"Tmem126a",-0.165038401255606,10.748762,19.634095
"Sytl2",0.0665060456925133,16.261822,15.023846
"Ccdc83",0,0,0
"Eed",-0.0440601367179259,17.843166,20.52493
"Me3",-0.136395604444083,39.237679,48.524001
"Zfand6",-0.117681483810983,34.536117,42.398976
"Fah",-0.173940200733243,27.489594,37.489662
"Sh3gl3",0.188718765379468,1.235368,0.076517
"Ddias",-0.000344630258988232,0.456014,0.468303
"Rab30",-0.439977199057251,0.625678,3.303985
"Ndufc2",-0.287686985749954,46.634702,83.340176
"Anapc15",-0.206022096051802,6.476316,14.531246
"Tmc5",-0.0711814520842839,0,0.036
"Art2b",0.11256362349325,0.555611,0.17403
"Coq7",0.00766832618664814,14.53956,14.523617
"Gm45837",1.54411804310381,57.7353,8.770283
"Arl6ip1",-0.258772964577094,92.870681,122.582812
"Smg1",-0.153191294617089,18.459334,21.944653
"Xylt1",0.525380814102775,19.517304,8.304114
"Nucb2",-0.0240727234477767,5.911219,6.542768
"Pik3c2a",-0.302120206756905,16.846355,24.253064
"Ipo5",-0.103557398684732,16.571774,19.308475
"1110004F10Rik",-0.0688866265885313,24.070051,28.127178
"Calcb",-0.0355934334579295,0,0.040118
"Calca",0.0296354436568382,7.006367,6.113552
"Cyp2r1",-0.170605015546981,0,0.441869
"Pde3b",0.385259096138403,15.454375,8.787747
"Mylpf",-0.198025385733539,0,3.221869
"Qprt",-0.15355628421805,1.577756,3.357341
"Kif22",-0.153990995248336,1.523685,3.253769
"Maz",0.000389638708384155,30.790504,31.777823
"Pagr1a",-0.355046707683817,0,14.037818
"Mvp",0.0103208348392609,19.388653,19.543023
"Cdipt",0.176215102900603,61.095149,49.548726
"Sez6l2",0.424350285834683,4.452157,0.353688
"Kctd13",0.0524729963328525,6.939003,5.99244
"Stard10",-0.0356715668055347,54.598391,58.793232
"Ino80e",-0.0423212058357532,19.638728,21.822482
"Fchsd2",0.0975940700886202,46.60877,42.644706
"Klk10",0.200029954560813,1.251416,0.051674
"Aldoa",3.77485164069213e-05,535.620913,548.701597
"Ppp4c",0.243971172402739,59.603625,42.986121
"Tbx6",-0.128294926531119,0,0.257065
